date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:52:06	42383/42383	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:52:06%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1412100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1412100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1412100.html?cgid=mens-pants-shorts)
17:52:10	42928/42928	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:52:07%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1422100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1422100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1422100.html?cgid=mens-pants-shorts)
17:52:10	41926/41926	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:52:10%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1427100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1427100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1427100.html?cgid=mens-pants-shorts)
17:52:11	42267/42267	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:52:10%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1430100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1430100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1430100.html?cgid=mens-pants-shorts)
17:52:12	42311/42311	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:52:12%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1433100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1433100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1433100.html?cgid=mens-pants-shorts)
17:52:13	42448/42448	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:52:13%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1442100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1442100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1442100.html?cgid=mens-pants-shorts)
17:52:14	42289/42289	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:52:13%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1454100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1454100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1454100.html?cgid=mens-pants-shorts)
17:52:15	43016/43016	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:52:15%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1443100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1443100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1443100.html?cgid=mens-pants-shorts)
17:52:19	41909/41909	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:52:16%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1457100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1457100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1457100.html?cgid=mens-pants-shorts)
17:52:19	42319/42319	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:52:19%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1462100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1462100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1462100.html?cgid=mens-pants-shorts)
